"","X","V1","s","a","b","z","o","w","p","m","n","DenExp","DenExp2","DenExp3","DenExp4","logLik","AIC"
"2247",2247,1,302,0.9,1.1,0.5,1.2,0.1,0.8,0,1,0.3,0.3,0.3,0.2,-14981.9072305245,30007.814461049
"2248",2248,1,3020,0.9,1.2,0.5,1.2,0.3,1,0.1,1,0.2,0.1,0.3,0.3,-14975.2263096222,29994.4526192443
"2249",2249,1,3021,0.8,1.1,0.5,1.2,0.3,1,0.1,1,0.3,0.1,0.3,0.3,-14972.8833316459,29989.7666632917
"2250",2250,1,3022,0.9,1.1,0.5,1.2,0.3,1,0.1,1,0.3,0.1,0.3,0.3,-14971.3935328192,29986.7870656383
"2251",2251,1,3023,0.8,1.2,0.5,1.2,0.3,1,0.1,1,0.3,0.1,0.3,0.3,-14974.4214085329,29992.8428170657
"2252",2252,1,3024,0.9,1.2,0.5,1.2,0.3,1,0.1,1,0.3,0.1,0.3,0.3,-14971.8076781656,29987.6153563313
"2253",2253,1,3025,0.8,1.1,0.7,1.1,0.3,1,0.1,1,0.2,0.1,0.3,0.3,-14985.8224575634,30015.6449151267
"2254",2254,1,3026,0.9,1.1,0.7,1.1,0.3,1,0.1,1,0.2,0.1,0.3,0.3,-14985.0937882908,30014.1875765816
"2255",2255,1,3027,0.8,1.2,0.7,1.1,0.3,1,0.1,1,0.2,0.1,0.3,0.3,-14985.2266630516,30014.4533261032
"2256",2256,1,3028,0.9,1.2,0.7,1.1,0.3,1,0.1,1,0.2,0.1,0.3,0.3,-14983.410590166,30010.821180332
"2257",2257,1,3029,0.8,1.1,0.7,1.1,0.3,1,0.1,1,0.3,0.1,0.3,0.3,-14980.9952213046,30005.9904426091
"2258",2258,1,303,0.8,1.2,0.5,1.2,0.1,0.8,0,1,0.3,0.3,0.3,0.2,-14985.0179088411,30014.0358176822
"2259",2259,1,3030,0.9,1.1,0.7,1.1,0.3,1,0.1,1,0.3,0.1,0.3,0.3,-14980.0112286476,30004.0224572952
"2260",2260,1,3031,0.8,1.2,0.7,1.1,0.3,1,0.1,1,0.3,0.1,0.3,0.3,-14982.322582436,30008.6451648719
"2261",2261,1,3032,0.9,1.2,0.7,1.1,0.3,1,0.1,1,0.3,0.1,0.3,0.3,-14980.2535884318,30004.5071768635
"2262",2262,1,3033,0.8,1.1,0.7,1.2,0.3,1,0.1,1,0.2,0.1,0.3,0.3,-14984.3605546757,30012.7211093515
"2263",2263,1,3034,0.9,1.1,0.7,1.2,0.3,1,0.1,1,0.2,0.1,0.3,0.3,-14983.7975117546,30011.5950235093
"2264",2264,1,3035,0.8,1.2,0.7,1.2,0.3,1,0.1,1,0.2,0.1,0.3,0.3,-14983.6892734983,30011.3785469966
"2265",2265,1,3036,0.9,1.2,0.7,1.2,0.3,1,0.1,1,0.2,0.1,0.3,0.3,-14982.0219444396,30008.0438888792
"2266",2266,1,3037,0.8,1.1,0.7,1.2,0.3,1,0.1,1,0.3,0.1,0.3,0.3,-14979.7782011778,30003.5564023557
"2267",2267,1,3038,0.9,1.1,0.7,1.2,0.3,1,0.1,1,0.3,0.1,0.3,0.3,-14978.8694875354,30001.7389750707
"2268",2268,1,3039,0.8,1.2,0.7,1.2,0.3,1,0.1,1,0.3,0.1,0.3,0.3,-14980.9926531585,30005.9853063171
"2269",2269,1,304,0.9,1.2,0.5,1.2,0.1,0.8,0,1,0.3,0.3,0.3,0.2,-14982.3818736886,30008.7637473772
"2270",2270,1,3040,0.9,1.2,0.7,1.2,0.3,1,0.1,1,0.3,0.1,0.3,0.3,-14979.004157409,30002.0083148179
"2271",2271,1,3041,0.8,1.1,0.5,1.1,0.3,1,0.1,1,0.2,0.3,0.3,0.3,-14979.450431539,30002.9008630781
"2272",2272,1,3042,0.9,1.1,0.5,1.1,0.3,1,0.1,1,0.2,0.3,0.3,0.3,-14978.0910988236,30000.1821976472
"2273",2273,1,3043,0.8,1.2,0.5,1.1,0.3,1,0.1,1,0.2,0.3,0.3,0.3,-14979.1870461403,30002.3740922807
"2274",2274,1,3044,0.9,1.2,0.5,1.1,0.3,1,0.1,1,0.2,0.3,0.3,0.3,-14976.6834356318,29997.3668712636
"2275",2275,1,3045,0.8,1.1,0.5,1.1,0.3,1,0.1,1,0.3,0.3,0.3,0.3,-14974.2091511615,29992.418302323
"2276",2276,1,3046,0.9,1.1,0.5,1.1,0.3,1,0.1,1,0.3,0.3,0.3,0.3,-14972.5232625853,29989.0465251706
"2277",2277,1,3047,0.8,1.2,0.5,1.1,0.3,1,0.1,1,0.3,0.3,0.3,0.3,-14975.9513782899,29995.9027565797
"2278",2278,1,3048,0.9,1.2,0.5,1.1,0.3,1,0.1,1,0.3,0.3,0.3,0.3,-14973.1699835003,29990.3399670006
"2279",2279,1,3049,0.8,1.1,0.5,1.2,0.3,1,0.1,1,0.2,0.3,0.3,0.3,-14979.0406569504,30002.0813139009
"2280",2280,1,305,0.8,1.1,0.7,1.1,0.1,0.8,0,1,0.2,0.3,0.3,0.2,-14993.0091797025,30030.018359405
"2281",2281,1,3050,0.9,1.1,0.5,1.2,0.3,1,0.1,1,0.2,0.3,0.3,0.3,-14977.7114362465,29999.422872493
"2282",2282,1,3051,0.8,1.2,0.5,1.2,0.3,1,0.1,1,0.2,0.3,0.3,0.3,-14978.5789932515,30001.1579865029
"2283",2283,1,3052,0.9,1.2,0.5,1.2,0.3,1,0.1,1,0.2,0.3,0.3,0.3,-14976.1220257021,29996.2440514041
"2284",2284,1,3053,0.8,1.1,0.5,1.2,0.3,1,0.1,1,0.3,0.3,0.3,0.3,-14973.8748602937,29991.7497205874
"2285",2285,1,3054,0.9,1.1,0.5,1.2,0.3,1,0.1,1,0.3,0.3,0.3,0.3,-14972.3328692216,29988.6657384432
"2286",2286,1,3055,0.8,1.2,0.5,1.2,0.3,1,0.1,1,0.3,0.3,0.3,0.3,-14975.3989616687,29994.7979233374
"2287",2287,1,3056,0.9,1.2,0.5,1.2,0.3,1,0.1,1,0.3,0.3,0.3,0.3,-14972.7542208924,29989.5084417849
"2288",2288,1,3057,0.8,1.1,0.7,1.1,0.3,1,0.1,1,0.2,0.3,0.3,0.3,-14985.809952597,30015.6199051939
"2289",2289,1,3058,0.9,1.1,0.7,1.1,0.3,1,0.1,1,0.2,0.3,0.3,0.3,-14985.0702205122,30014.1404410244
"2290",2290,1,3059,0.8,1.2,0.7,1.1,0.3,1,0.1,1,0.2,0.3,0.3,0.3,-14985.2009162748,30014.4018325496
"2291",2291,1,306,0.9,1.1,0.7,1.1,0.1,0.8,0,1,0.2,0.3,0.3,0.2,-14993.0149060171,30030.0298120342
"2292",2292,1,3060,0.9,1.2,0.7,1.1,0.3,1,0.1,1,0.2,0.3,0.3,0.3,-14983.3867195336,30010.7734390671
"2293",2293,1,3061,0.8,1.1,0.7,1.1,0.3,1,0.1,1,0.3,0.3,0.3,0.3,-14981.0322894001,30006.0645788002
"2294",2294,1,3062,0.9,1.1,0.7,1.1,0.3,1,0.1,1,0.3,0.3,0.3,0.3,-14980.0253396178,30004.0506792355
"2295",2295,1,3063,0.8,1.2,0.7,1.1,0.3,1,0.1,1,0.3,0.3,0.3,0.3,-14982.3273407234,30008.6546814468
"2296",2296,1,3064,0.9,1.2,0.7,1.1,0.3,1,0.1,1,0.3,0.3,0.3,0.3,-14980.2523548117,30004.5047096234
"2297",2297,1,3065,0.8,1.1,0.7,1.2,0.3,1,0.1,1,0.2,0.3,0.3,0.3,-14984.6164048041,30013.2328096081
"2298",2298,1,3066,0.9,1.1,0.7,1.2,0.3,1,0.1,1,0.2,0.3,0.3,0.3,-14984.0658097387,30012.1316194774
"2299",2299,1,3067,0.8,1.2,0.7,1.2,0.3,1,0.1,1,0.2,0.3,0.3,0.3,-14983.8957270606,30011.7914541212
"2300",2300,1,3068,0.9,1.2,0.7,1.2,0.3,1,0.1,1,0.2,0.3,0.3,0.3,-14982.258877992,30008.5177559839
"2301",2301,1,3069,0.8,1.1,0.7,1.2,0.3,1,0.1,1,0.3,0.3,0.3,0.3,-14980.0778196657,30004.1556393314
"2302",2302,1,307,0.8,1.2,0.7,1.1,0.1,0.8,0,1,0.2,0.3,0.3,0.2,-14992.4579415163,30028.9158830325
"2303",2303,1,3070,0.9,1.1,0.7,1.2,0.3,1,0.1,1,0.3,0.3,0.3,0.3,-14979.1786173604,30002.3572347208
"2304",2304,1,3071,0.8,1.2,0.7,1.2,0.3,1,0.1,1,0.3,0.3,0.3,0.3,-14981.2160140415,30006.4320280829
"2305",2305,1,3072,0.9,1.2,0.7,1.2,0.3,1,0.1,1,0.3,0.3,0.3,0.3,-14979.2561391103,30002.5122782206
"2306",2306,1,3073,0.8,1.1,0.5,1.1,0.1,0.8,0,0.6,0.2,0.1,0.2,0.3,-14994.9070023677,30033.8140047353
"2307",2307,1,3074,0.9,1.1,0.5,1.1,0.1,0.8,0,0.6,0.2,0.1,0.2,0.3,-14995.3365198906,30034.6730397812
"2308",2308,1,3075,0.8,1.2,0.5,1.1,0.1,0.8,0,0.6,0.2,0.1,0.2,0.3,-14994.4605374194,30032.9210748388
"2309",2309,1,3076,0.9,1.2,0.5,1.1,0.1,0.8,0,0.6,0.2,0.1,0.2,0.3,-14993.6770498184,30031.3540996368
"2310",2310,1,3077,0.8,1.1,0.5,1.1,0.1,0.8,0,0.6,0.3,0.1,0.2,0.3,-14990.2152365612,30024.4304731224
"2311",2311,1,3078,0.9,1.1,0.5,1.1,0.1,0.8,0,0.6,0.3,0.1,0.2,0.3,-14989.5715718513,30023.1431437026
"2312",2312,1,3079,0.8,1.2,0.5,1.1,0.1,0.8,0,0.6,0.3,0.1,0.2,0.3,-14991.7332363296,30027.4664726592
"2313",2313,1,308,0.9,1.2,0.7,1.1,0.1,0.8,0,1,0.2,0.3,0.3,0.2,-14991.2447608577,30026.4895217153
"2314",2314,1,3080,0.9,1.2,0.5,1.1,0.1,0.8,0,0.6,0.3,0.1,0.2,0.3,-14990.0095964324,30024.0191928649
"2315",2315,1,3081,0.8,1.1,0.5,1.2,0.1,0.8,0,0.6,0.2,0.1,0.2,0.3,-14993.9843295646,30031.9686591293
"2316",2316,1,3082,0.9,1.1,0.5,1.2,0.1,0.8,0,0.6,0.2,0.1,0.2,0.3,-14994.2676478383,30032.5352956767
"2317",2317,1,3083,0.8,1.2,0.5,1.2,0.1,0.8,0,0.6,0.2,0.1,0.2,0.3,-14993.3731756785,30030.7463513571
"2318",2318,1,3084,0.9,1.2,0.5,1.2,0.1,0.8,0,0.6,0.2,0.1,0.2,0.3,-14992.4232328358,30028.8464656717
"2319",2319,1,3085,0.8,1.1,0.5,1.2,0.1,0.8,0,0.6,0.3,0.1,0.2,0.3,-14989.1651618705,30022.3303237411
"2320",2320,1,3086,0.9,1.1,0.5,1.2,0.1,0.8,0,0.6,0.3,0.1,0.2,0.3,-14988.7153315223,30021.4306630447
"2321",2321,1,3087,0.8,1.2,0.5,1.2,0.1,0.8,0,0.6,0.3,0.1,0.2,0.3,-14990.6161493798,30025.2322987596
"2322",2322,1,3088,0.9,1.2,0.5,1.2,0.1,0.8,0,0.6,0.3,0.1,0.2,0.3,-14988.9290993362,30021.8581986724
"2323",2323,1,3089,0.8,1.1,0.7,1.1,0.1,0.8,0,0.6,0.2,0.1,0.2,0.3,-15000.1355823269,30044.2711646539
"2324",2324,1,309,0.8,1.1,0.7,1.1,0.1,0.8,0,1,0.3,0.3,0.3,0.2,-14988.6651336499,30021.3302672998
"2325",2325,1,3090,0.9,1.1,0.7,1.1,0.1,0.8,0,0.6,0.2,0.1,0.2,0.3,-15001.0668100028,30046.1336200056
"2326",2326,1,3091,0.8,1.2,0.7,1.1,0.1,0.8,0,0.6,0.2,0.1,0.2,0.3,-14999.4254971188,30042.8509942376
"2327",2327,1,3092,0.9,1.2,0.7,1.1,0.1,0.8,0,0.6,0.2,0.1,0.2,0.3,-14999.0891868241,30042.1783736481
"2328",2328,1,3093,0.8,1.1,0.7,1.1,0.1,0.8,0,0.6,0.3,0.1,0.2,0.3,-14995.406379482,30034.812758964
"2329",2329,1,3094,0.9,1.1,0.7,1.1,0.1,0.8,0,0.6,0.3,0.1,0.2,0.3,-14995.8411067062,30035.6822134124
"2330",2330,1,3095,0.8,1.2,0.7,1.1,0.1,0.8,0,0.6,0.3,0.1,0.2,0.3,-14996.5228422568,30037.0456845135
"2331",2331,1,3096,0.9,1.2,0.7,1.1,0.1,0.8,0,0.6,0.3,0.1,0.2,0.3,-14995.7776374325,30035.5552748649
"2332",2332,1,3097,0.8,1.1,0.7,1.2,0.1,0.8,0,0.6,0.2,0.1,0.2,0.3,-14998.8048067383,30041.6096134767
"2333",2333,1,3098,0.9,1.1,0.7,1.2,0.1,0.8,0,0.6,0.2,0.1,0.2,0.3,-14999.8037426342,30043.6074852684
"2334",2334,1,3099,0.8,1.2,0.7,1.2,0.1,0.8,0,0.6,0.2,0.1,0.2,0.3,-14997.9891753699,30039.9783507399
"2335",2335,1,31,0.8,1.2,0.7,1.2,0.1,0.8,0,1,0.3,0.1,0.2,0.2,-14997.79104439,30039.5820887801
"2336",2336,1,310,0.9,1.1,0.7,1.1,0.1,0.8,0,1,0.3,0.3,0.3,0.2,-14987.7995310545,30019.5990621091
"2337",2337,1,3100,0.9,1.2,0.7,1.2,0.1,0.8,0,0.6,0.2,0.1,0.2,0.3,-14997.7218875466,30039.4437750932
"2338",2338,1,3101,0.8,1.1,0.7,1.2,0.1,0.8,0,0.6,0.3,0.1,0.2,0.3,-14994.1620727959,30032.3241455917
"2339",2339,1,3102,0.9,1.1,0.7,1.2,0.1,0.8,0,0.6,0.3,0.1,0.2,0.3,-14994.6874548167,30033.3749096335
"2340",2340,1,3103,0.8,1.2,0.7,1.2,0.1,0.8,0,0.6,0.3,0.1,0.2,0.3,-14995.1722151537,30034.3444303074
"2341",2341,1,3104,0.9,1.2,0.7,1.2,0.1,0.8,0,0.6,0.3,0.1,0.2,0.3,-14994.5029003643,30033.0058007287
"2342",2342,1,3105,0.8,1.1,0.5,1.1,0.1,0.8,0,0.6,0.2,0.3,0.2,0.3,-14995.3985584496,30034.7971168992
"2343",2343,1,3106,0.9,1.1,0.5,1.1,0.1,0.8,0,0.6,0.2,0.3,0.2,0.3,-14995.7267828223,30035.4535656446
"2344",2344,1,3107,0.8,1.2,0.5,1.1,0.1,0.8,0,0.6,0.2,0.3,0.2,0.3,-14995.0215964101,30034.0431928201
"2345",2345,1,3108,0.9,1.2,0.5,1.1,0.1,0.8,0,0.6,0.2,0.3,0.2,0.3,-14994.149222792,30032.298445584
"2346",2346,1,3109,0.8,1.1,0.5,1.1,0.1,0.8,0,0.6,0.3,0.3,0.2,0.3,-14990.7708420681,30025.5416841362
"2347",2347,1,311,0.8,1.2,0.7,1.1,0.1,0.8,0,1,0.3,0.3,0.3,0.2,-14989.8905170697,30023.7810341393
"2348",2348,1,3110,0.9,1.1,0.5,1.1,0.1,0.8,0,0.6,0.3,0.3,0.2,0.3,-14990.0442038103,30024.0884076207
"2349",2349,1,3111,0.8,1.2,0.5,1.1,0.1,0.8,0,0.6,0.3,0.3,0.2,0.3,-14992.3303834667,30028.6607669333
"2350",2350,1,3112,0.9,1.2,0.5,1.1,0.1,0.8,0,0.6,0.3,0.3,0.2,0.3,-14990.5523087623,30025.1046175246
"2351",2351,1,3113,0.8,1.1,0.5,1.2,0.1,0.8,0,0.6,0.2,0.3,0.2,0.3,-14994.9400359505,30033.880071901
"2352",2352,1,3114,0.9,1.1,0.5,1.2,0.1,0.8,0,0.6,0.2,0.3,0.2,0.3,-14995.1244314463,30034.2488628927
"2353",2353,1,3115,0.8,1.2,0.5,1.2,0.1,0.8,0,0.6,0.2,0.3,0.2,0.3,-14994.3417016513,30032.6834033026
"2354",2354,1,3116,0.9,1.2,0.5,1.2,0.1,0.8,0,0.6,0.2,0.3,0.2,0.3,-14993.3075805833,30030.6151611665
"2355",2355,1,3117,0.8,1.1,0.5,1.2,0.1,0.8,0,0.6,0.3,0.3,0.2,0.3,-14990.1544808662,30024.3089617323
"2356",2356,1,3118,0.9,1.1,0.5,1.2,0.1,0.8,0,0.6,0.3,0.3,0.2,0.3,-14989.6464623653,30023.2929247305
"2357",2357,1,3119,0.8,1.2,0.5,1.2,0.1,0.8,0,0.6,0.3,0.3,0.2,0.3,-14991.5753427149,30027.1506854298
"2358",2358,1,312,0.9,1.2,0.7,1.1,0.1,0.8,0,1,0.3,0.3,0.3,0.2,-14987.9886019516,30019.9772039033
"2359",2359,1,3120,0.9,1.2,0.5,1.2,0.1,0.8,0,0.6,0.3,0.3,0.2,0.3,-14989.8633623754,30023.7267247508
"2360",2360,1,3121,0.8,1.1,0.7,1.1,0.1,0.8,0,0.6,0.2,0.3,0.2,0.3,-15000.1348946204,30044.2697892407
"2361",2361,1,3122,0.9,1.1,0.7,1.1,0.1,0.8,0,0.6,0.2,0.3,0.2,0.3,-15001.0320589956,30046.0641179912
"2362",2362,1,3123,0.8,1.2,0.7,1.1,0.1,0.8,0,0.6,0.2,0.3,0.2,0.3,-14999.4093760179,30042.8187520359
"2363",2363,1,3124,0.9,1.2,0.7,1.1,0.1,0.8,0,0.6,0.2,0.3,0.2,0.3,-14999.0531501818,30042.1063003635
"2364",2364,1,3125,0.8,1.1,0.7,1.1,0.1,0.8,0,0.6,0.3,0.3,0.2,0.3,-14995.4254187314,30034.8508374628
"2365",2365,1,3126,0.9,1.1,0.7,1.1,0.1,0.8,0,0.6,0.3,0.3,0.2,0.3,-14995.8414080581,30035.6828161162
"2366",2366,1,3127,0.8,1.2,0.7,1.1,0.1,0.8,0,0.6,0.3,0.3,0.2,0.3,-14996.5099614092,30037.0199228184
"2367",2367,1,3128,0.9,1.2,0.7,1.1,0.1,0.8,0,0.6,0.3,0.3,0.2,0.3,-14995.7593806762,30035.5187613523
"2368",2368,1,3129,0.8,1.1,0.7,1.2,0.1,0.8,0,0.6,0.2,0.3,0.2,0.3,-14999.1470503374,30042.2941006748
"2369",2369,1,313,0.8,1.1,0.7,1.2,0.1,0.8,0,1,0.2,0.3,0.3,0.2,-14991.9970417833,30027.9940835666
"2370",2370,1,3130,0.9,1.1,0.7,1.2,0.1,0.8,0,0.6,0.2,0.3,0.2,0.3,-15000.1224842137,30044.2449684274
"2371",2371,1,3131,0.8,1.2,0.7,1.2,0.1,0.8,0,0.6,0.2,0.3,0.2,0.3,-14998.277504125,30040.55500825
"2372",2372,1,3132,0.9,1.2,0.7,1.2,0.1,0.8,0,0.6,0.2,0.3,0.2,0.3,-14998.0072128474,30040.0144256948
"2373",2373,1,3133,0.8,1.1,0.7,1.2,0.1,0.8,0,0.6,0.3,0.3,0.2,0.3,-14994.5069189197,30033.0138378394
"2374",2374,1,3134,0.9,1.1,0.7,1.2,0.1,0.8,0,0.6,0.3,0.3,0.2,0.3,-14995.0266723537,30034.0533447075
"2375",2375,1,3135,0.8,1.2,0.7,1.2,0.1,0.8,0,0.6,0.3,0.3,0.2,0.3,-14995.4405302465,30034.8810604931
"2376",2376,1,3136,0.9,1.2,0.7,1.2,0.1,0.8,0,0.6,0.3,0.3,0.2,0.3,-14994.7821889789,30033.5643779577
"2377",2377,1,3137,0.8,1.1,0.5,1.1,0.3,0.8,0,0.6,0.2,0.1,0.2,0.3,-14991.4007282181,30026.8014564361
"2378",2378,1,3138,0.9,1.1,0.5,1.1,0.3,0.8,0,0.6,0.2,0.1,0.2,0.3,-14991.3135183287,30026.6270366574
"2379",2379,1,3139,0.8,1.2,0.5,1.1,0.3,0.8,0,0.6,0.2,0.1,0.2,0.3,-14990.7335327323,30025.4670654646
"2380",2380,1,314,0.9,1.1,0.7,1.2,0.1,0.8,0,1,0.2,0.3,0.3,0.2,-14992.0715638581,30028.1431277162
"2381",2381,1,3140,0.9,1.2,0.5,1.1,0.3,0.8,0,0.6,0.2,0.1,0.2,0.3,-14989.5085293716,30023.0170587433
"2382",2382,1,3141,0.8,1.1,0.5,1.1,0.3,0.8,0,0.6,0.3,0.1,0.2,0.3,-14986.5288078287,30017.0576156574
"2383",2383,1,3142,0.9,1.1,0.5,1.1,0.3,0.8,0,0.6,0.3,0.1,0.2,0.3,-14985.7437422544,30015.4874845089
"2384",2384,1,3143,0.8,1.2,0.5,1.1,0.3,0.8,0,0.6,0.3,0.1,0.2,0.3,-14987.9072829792,30019.8145659584
"2385",2385,1,3144,0.9,1.2,0.5,1.1,0.3,0.8,0,0.6,0.3,0.1,0.2,0.3,-14985.979039703,30015.958079406
"2386",2386,1,3145,0.8,1.1,0.5,1.2,0.3,0.8,0,0.6,0.2,0.1,0.2,0.3,-14990.4426514634,30024.8853029267
"2387",2387,1,3146,0.9,1.1,0.5,1.2,0.3,0.8,0,0.6,0.2,0.1,0.2,0.3,-14990.2871649953,30024.5743299905
"2388",2388,1,3147,0.8,1.2,0.5,1.2,0.3,0.8,0,0.6,0.2,0.1,0.2,0.3,-14989.6203850926,30023.2407701853
"2389",2389,1,3148,0.9,1.2,0.5,1.2,0.3,0.8,0,0.6,0.2,0.1,0.2,0.3,-14988.3159768969,30020.6319537938
"2390",2390,1,3149,0.8,1.1,0.5,1.2,0.3,0.8,0,0.6,0.3,0.1,0.2,0.3,-14985.4918437105,30014.983687421
"2391",2391,1,315,0.8,1.2,0.7,1.2,0.1,0.8,0,1,0.2,0.3,0.3,0.2,-14991.3055590732,30026.6111181464
"2392",2392,1,3150,0.9,1.1,0.5,1.2,0.3,0.8,0,0.6,0.3,0.1,0.2,0.3,-14984.9002179111,30013.8004358222
"2393",2393,1,3151,0.8,1.2,0.5,1.2,0.3,0.8,0,0.6,0.3,0.1,0.2,0.3,-14986.6451743318,30017.2903486637
"2394",2394,1,3152,0.9,1.2,0.5,1.2,0.3,0.8,0,0.6,0.3,0.1,0.2,0.3,-14984.9306752631,30013.8613505262
"2395",2395,1,3153,0.8,1.1,0.7,1.1,0.3,0.8,0,0.6,0.2,0.1,0.2,0.3,-14996.5800382579,30037.1600765158
"2396",2396,1,3154,0.9,1.1,0.7,1.1,0.3,0.8,0,0.6,0.2,0.1,0.2,0.3,-14997.1845134652,30038.3690269304
"2397",2397,1,3155,0.8,1.2,0.7,1.1,0.3,0.8,0,0.6,0.2,0.1,0.2,0.3,-14995.6608492202,30035.3216984404
"2398",2398,1,3156,0.9,1.2,0.7,1.1,0.3,0.8,0,0.6,0.2,0.1,0.2,0.3,-14995.1121746545,30034.224349309
"2399",2399,1,3157,0.8,1.1,0.7,1.1,0.3,0.8,0,0.6,0.3,0.1,0.2,0.3,-14991.8340164729,30027.6680329458
"2400",2400,1,3158,0.9,1.1,0.7,1.1,0.3,0.8,0,0.6,0.3,0.1,0.2,0.3,-14992.0757398626,30028.1514797251
"2401",2401,1,3159,0.8,1.2,0.7,1.1,0.3,0.8,0,0.6,0.3,0.1,0.2,0.3,-14992.6968340107,30029.3936680214
"2402",2402,1,316,0.9,1.2,0.7,1.2,0.1,0.8,0,1,0.2,0.3,0.3,0.2,-14990.1680959764,30024.3361919528
"2403",2403,1,3160,0.9,1.2,0.7,1.1,0.3,0.8,0,0.6,0.3,0.1,0.2,0.3,-14991.8684639994,30027.7369279988
"2404",2404,1,3161,0.8,1.1,0.7,1.2,0.3,0.8,0,0.6,0.2,0.1,0.2,0.3,-14995.2144756079,30034.4289512158
"2405",2405,1,3162,0.9,1.1,0.7,1.2,0.3,0.8,0,0.6,0.2,0.1,0.2,0.3,-14995.8992628888,30035.7985257776
"2406",2406,1,3163,0.8,1.2,0.7,1.2,0.3,0.8,0,0.6,0.2,0.1,0.2,0.3,-14994.203522516,30032.4070450319
"2407",2407,1,3164,0.9,1.2,0.7,1.2,0.3,0.8,0,0.6,0.2,0.1,0.2,0.3,-14993.7324905173,30031.4649810345
"2408",2408,1,3165,0.8,1.1,0.7,1.2,0.3,0.8,0,0.6,0.3,0.1,0.2,0.3,-14990.5810469323,30025.1620938645
"2409",2409,1,3166,0.9,1.1,0.7,1.2,0.3,0.8,0,0.6,0.3,0.1,0.2,0.3,-14990.9100257879,30025.8200515758
"2410",2410,1,3167,0.8,1.2,0.7,1.2,0.3,0.8,0,0.6,0.3,0.1,0.2,0.3,-14991.3521976661,30026.7043953323
"2411",2411,1,3168,0.9,1.2,0.7,1.2,0.3,0.8,0,0.6,0.3,0.1,0.2,0.3,-14990.5957307557,30025.1914615115
"2412",2412,1,3169,0.8,1.1,0.5,1.1,0.3,0.8,0,0.6,0.2,0.3,0.2,0.3,-14991.8990615991,30027.7981231981
"2413",2413,1,317,0.8,1.1,0.7,1.2,0.1,0.8,0,1,0.3,0.3,0.3,0.2,-14987.7372473394,30019.4744946788
"2414",2414,1,3170,0.9,1.1,0.5,1.1,0.3,0.8,0,0.6,0.2,0.3,0.2,0.3,-14991.7114783424,30027.4229566849
"2415",2415,1,3171,0.8,1.2,0.5,1.1,0.3,0.8,0,0.6,0.2,0.3,0.2,0.3,-14991.2961020575,30026.5922041151
"2416",2416,1,3172,0.9,1.2,0.5,1.1,0.3,0.8,0,0.6,0.2,0.3,0.2,0.3,-14989.9814543674,30023.9629087348
"2417",2417,1,3173,0.8,1.1,0.5,1.1,0.3,0.8,0,0.6,0.3,0.3,0.2,0.3,-14987.1067295217,30018.2134590435
"2418",2418,1,3174,0.9,1.1,0.5,1.1,0.3,0.8,0,0.6,0.3,0.3,0.2,0.3,-14986.2103988554,30016.4207977109
"2419",2419,1,3175,0.8,1.2,0.5,1.1,0.3,0.8,0,0.6,0.3,0.3,0.2,0.3,-14988.50545184,30021.0109036799
"2420",2420,1,3176,0.9,1.2,0.5,1.1,0.3,0.8,0,0.6,0.3,0.3,0.2,0.3,-14986.5109665001,30017.0219330002
"2421",2421,1,3177,0.8,1.1,0.5,1.2,0.3,0.8,0,0.6,0.2,0.3,0.2,0.3,-14991.3730185137,30026.7460370274
"2422",2422,1,3178,0.9,1.1,0.5,1.2,0.3,0.8,0,0.6,0.2,0.3,0.2,0.3,-14991.1362709617,30026.2725419233
"2423",2423,1,3179,0.8,1.2,0.5,1.2,0.3,0.8,0,0.6,0.2,0.3,0.2,0.3,-14990.5598992879,30025.1197985758
"2424",2424,1,318,0.9,1.1,0.7,1.2,0.1,0.8,0,1,0.3,0.3,0.3,0.2,-14987.0268914944,30018.0537829887
"2425",2425,1,3180,0.9,1.2,0.5,1.2,0.3,0.8,0,0.6,0.2,0.3,0.2,0.3,-14989.189707697,30022.3794153941
"2426",2426,1,3181,0.8,1.1,0.5,1.2,0.3,0.8,0,0.6,0.3,0.3,0.2,0.3,-14986.4546767341,30016.9093534682
"2427",2427,1,3182,0.9,1.1,0.5,1.2,0.3,0.8,0,0.6,0.3,0.3,0.2,0.3,-14985.8100501598,30015.6201003196
"2428",2428,1,3183,0.8,1.2,0.5,1.2,0.3,0.8,0,0.6,0.3,0.3,0.2,0.3,-14987.5775930051,30019.1551860102
"2429",2429,1,3184,0.9,1.2,0.5,1.2,0.3,0.8,0,0.6,0.3,0.3,0.2,0.3,-14985.8421568775,30015.6843137551
"2430",2430,1,3185,0.8,1.1,0.7,1.1,0.3,0.8,0,0.6,0.2,0.3,0.2,0.3,-14996.5483369093,30037.0966738185
"2431",2431,1,3186,0.9,1.1,0.7,1.1,0.3,0.8,0,0.6,0.2,0.3,0.2,0.3,-14997.1307593197,30038.2615186395
"2432",2432,1,3187,0.8,1.2,0.7,1.1,0.3,0.8,0,0.6,0.2,0.3,0.2,0.3,-14995.6150457728,30035.2300915456
"2433",2433,1,3188,0.9,1.2,0.7,1.1,0.3,0.8,0,0.6,0.2,0.3,0.2,0.3,-14995.0555215284,30034.1110430568
"2434",2434,1,3189,0.8,1.1,0.7,1.1,0.3,0.8,0,0.6,0.3,0.3,0.2,0.3,-14991.8248375231,30027.6496750463
